rank	url	company
1	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2255.html	Wal-Mart Stores
2	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/387.html	Exxon Mobil
3	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/385.html	Chevron
4	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/175.html	General Motors
5	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/327.html	ConocoPhillips
6	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/170.html	General Electric
7	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/160.html	Ford Motor
8	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2927.html	Citigroup
9	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2580.html	Bank of America Corp.
10	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2756.html	AT&amp;T
11	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/980.html	Berkshire Hathaway
12	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2608.html	J.P. Morgan Chase &amp; Co.
13	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2469.html	American International Group
14	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/206.html	Hewlett-Packard
15	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/225.html	International Business Machines
16	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/10620.html	Valero Energy
17	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2773.html	Verizon Communications
18	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2219.html	McKesson
19	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/3052.html	Cardinal Health
20	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/10777.html	Goldman Sachs Group
21	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/3515.html	Morgan Stanley
22	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2968.html	Home Depot
23	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/334.html	Procter &amp; Gamble
24	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2269.html	CVS Caremark
25	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/3147.html	UnitedHealth Group
26	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2291.html	Kroger
27	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/59.html	Boeing
28	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2849.html	AmerisourceBergen
29	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2649.html	Costco Wholesale
30	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2487.html	Merrill Lynch
31	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2303.html	Target
32	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/10199.html	State Farm Insurance Cos.
33	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/10186.html	WellPoint
34	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/1053.html	Dell
35	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/235.html	Johnson &amp; Johnson
36	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/427.html	Marathon Oil
37	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/10312.html	Lehman Brothers Holdings
38	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2543.html	Wachovia Corp.
39	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/421.html	United Technologies
40	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2275.html	Walgreen
41	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2578.html	Wells Fargo
42	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/134.html	Dow Chemical
43	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2358.html	MetLife
44	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/3063.html	Microsoft
45	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2292.html	Sears Holdings
46	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2071.html	United Parcel Service
47	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/324.html	Pfizer
48	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2686.html	Lowe's
49	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/10472.html	Time Warner
50	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/81.html	Caterpillar
51	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/11112.html	Medco Health Solutions
52	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/36.html	Archer Daniels Midland
53	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2434.html	Fannie Mae
54	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/3018.html	Freddie Mac
55	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2908.html	Safeway
56	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/396.html	Sunoco
57	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/263.html	Lockheed Martin
58	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2015.html	Sprint Nextel
59	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/321.html	PepsiCo
60	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/642.html	Intel
61	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/326.html	Altria Group
62	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2198.html	Supervalu
63	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/293.html	Kraft Foods
64	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/10384.html	Allstate
65	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/288.html	Motorola
66	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/10034.html	Best Buy
67	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2190.html	Walt Disney
68	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2067.html	FedEx
69	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/10511.html	Ingram Micro
70	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2197.html	Sysco
71	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/5009.html	Cisco Systems
72	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/236.html	Johnson Controls
73	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/11.html	Honeywell International
74	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/10208.html	Prudential Financial
75	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2493.html	American Express
76	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/305.html	Northrop Grumman
77	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/204.html	Hess
78	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/11409.html	GMAC
79	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/5035.html	Comcast
80	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/15.html	Alcoa
81	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/136.html	DuPont
82	http://money.cnn.com/magazines/fortune/fortune500/2008/snapshots/2350.html	New York Life Insurance
